secs,&nbsp;4 20:22+497&gt;20
17169,4.00
17169.5,4.00
17170,4.03
17170.5,3.99
17171,4.01
17171.5,4.00
17172,3.98
17172.5,3.98
17173,3.97
17173.5,3.99
17174,4.03
17174.5,4.00
17175,4.00
17175.5,4.01
17176,4.01
17176.5,4.02
17177,4.03
17177.5,4.02
17178,4.03
17178.5,4.01
17179,4.02
17179.5,4.00
17180,4.01
17180.5,4.02
17181,4.02
17181.5,4.02
17182,4.04
17182.5,4.12
17183,4.13
17183.5,4.14
17184,4.14
17184.5,4.16
17185,4.12
17185.5,4.12
17186,4.13
17186.5,4.18
17187,4.23
17187.5,4.20
17188,4.16
17188.5,4.16
17189,4.19
17189.5,4.17
17190,4.16
17190.5,4.16
17191,4.22
17191.5,4.24
17192,4.19
17192.5,4.14
17193,4.11
17193.5,4.06
17194,4.04
17194.5,4.03
17195,4.03
17195.5,4.01
17196,4.01
17196.5,4.03
17197,4.02
17197.5,4.03
17198,4.04
17198.5,4.04
17199,4.02
17199.5,4.04
17200,4.03
17200.5,4.03
17201,4.03
17201.5,4.02
17202,4.00
17202.5,3.99
17203,3.99
17203.5,3.99
17204,3.98
17204.5,3.98
17205,3.99
17205.5,4.00
17206,3.97
17206.5,3.98
17207,3.96
17207.5,3.98
17208,3.97
17208.5,4.00
17209,4.00
17209.5,3.99
17210,3.98
17210.5,3.99
17211,4.00
17211.5,3.99
17212,3.99
17212.5,3.98
17213,4.01
17213.5,4.02
17214,4.01
17214.5,3.99
17215,3.98
17215.5,4.02
17216,4.00
17216.5,4.03
17217,4.01
17217.5,4.02
17218,4.01
17218.5,4.03
17219,4.03
17219.5,4.04
17220,4.01
17220.5,4.04
17221,4.01
17221.5,4.01
17222,4.02
17222.5,4.03
17223,4.02
17223.5,4.04
17224,4.07
17224.5,4.09
17225,4.07
17225.5,4.05
17226,4.06
17226.5,4.04
17227,4.04
17227.5,4.06
17228,4.06
17228.5,4.07
17229,4.04
17229.5,4.05
17230,4.05
17230.5,4.05
17231,4.03
17231.5,4.01
17232,4.01
17232.5,4.00
17233,4.01
17233.5,4.01
17234,3.97
17234.5,3.97
17235,3.99
17235.5,3.99
17236,3.99
17236.5,3.98
17237,3.98
17237.5,3.95
17238,3.98
17238.5,3.97
17239,3.95
17239.5,3.96
17240,3.96
17240.5,3.96
17241,3.98
17241.5,3.96
17242,3.99
17242.5,3.99
17243,4.00
17243.5,3.96
17244,3.95
17244.5,3.94
17245,3.94
17245.5,3.97
17246,4.00
17246.5,3.99
17247,3.99
17247.5,3.98
17248,3.96
17248.5,3.92
17249,3.89
17249.5,3.87
17250,3.87
17250.5,3.87
17251,3.89
17251.5,3.90
17252,3.92
17252.5,3.91
17253,3.91
17253.5,3.87
17254,3.88
17254.5,3.87
17255,3.88
17255.5,3.87
17256,3.88
17256.5,3.88
17257,3.87
17257.5,3.91
17258,3.92
17258.5,3.89
17259,3.91
17259.5,3.92
17260,3.90
17260.5,3.89
17261,3.94
17261.5,3.90
17262,3.90
17262.5,3.91
17263,3.87
17263.5,3.88
17264,3.89
17264.5,3.87
17265,3.87
17265.5,3.89
17266,3.86
17266.5,3.89
17267,3.88
17267.5,3.93
17268,3.95
17268.5,3.91
17269,3.92
17269.5,3.92
17270,3.94
17270.5,3.93
17271,3.95
17271.5,3.91
17272,3.90
17272.5,3.89
17273,3.90
17273.5,3.89
17274,3.89
17274.5,3.85
17275,3.84
17275.5,3.85
17276,3.84
17276.5,3.86
17277,3.84
17277.5,3.85
17278,3.87
17278.5,3.87
17279,3.86
17279.5,3.86
17280,3.85
17280.5,3.84
17281,3.83
17281.5,3.87
17282,3.88
17282.5,3.90
17283,3.86
17283.5,3.86
17284,3.85
17284.5,3.86
17285,3.88
17285.5,3.83
17286,3.82
17286.5,3.82
17287,3.79
17287.5,3.76
17288,3.78
17288.5,3.78
17289,3.78
17289.5,3.79
17290,3.80
17290.5,3.78
17291,3.78
17291.5,3.77
17292,3.78
17292.5,3.75
17293,3.76
17293.5,3.76
17294,3.75
17294.5,3.73
17295,3.77
17295.5,3.78
17296,3.77
17296.5,3.74
17297,3.76
17297.5,3.76
17298,3.76
17298.5,3.74
17299,3.76
17299.5,3.75
17300,3.75
17300.5,3.77
17301,3.76
17301.5,3.75
17302,3.73
17302.5,3.72
17303,3.71
17303.5,3.71
17304,3.78
17304.5,3.82
17305,3.83
17305.5,3.83
17306,3.85
17306.5,3.85
17307,3.85
17307.5,3.85
17308,3.85
17308.5,3.84
17309,3.83
17309.5,3.84
17310,3.85
17310.5,3.88
17311,3.88
17311.5,3.90
17312,3.95
17312.5,3.93
17313,3.91
17313.5,3.91
17314,3.93
17314.5,3.92
17315,3.94
17315.5,3.93
17316,3.90
17316.5,3.93
17317,3.93
17317.5,3.94
17318,3.93
17318.5,3.95
17319,3.92
17319.5,3.90
17320,3.91
17320.5,3.90
17321,3.87
17321.5,3.87
17322,3.88
17322.5,3.88
17323,3.88
17323.5,3.89
17324,3.90
17324.5,3.90
17325,3.89
17325.5,3.87
17326,3.87
17326.5,3.85
17327,3.84
17327.5,3.83
17328,3.81
17328.5,3.81
17329,3.83
17329.5,3.82
17330,3.83
17330.5,3.83
17331,3.83
17331.5,3.83
17332,3.84
17332.5,3.83
17333,3.82
17333.5,3.82
17334,3.81
17334.5,3.92
17335,4.03
17335.5,4.00
17336,3.97
17336.5,3.96
17337,3.95
17337.5,3.95
17338,3.92
17338.5,3.88
17339,3.87
17339.5,3.93
17340,3.95
17340.5,3.93
17341,3.95
17341.5,3.93
17342,3.93
17342.5,3.93
17343,3.89
17343.5,3.85
17344,3.95
17344.5,3.90
17345,3.85
17345.5,3.78
17346,3.76
17346.5,3.76
17347,3.75
17347.5,3.74
17348,3.71
17348.5,3.73
17349,3.78
17349.5,3.83
17350,3.85
17350.5,3.84
17351,3.86
17351.5,3.89
17352,3.89
17352.5,3.87
17353,3.91
17353.5,3.89
17354,3.85
17354.5,3.85
17355,3.87
17355.5,3.89
17356,3.91
17356.5,3.90
17357,3.89
17357.5,3.89
17358,3.89
17358.5,3.88
17359,3.87
17359.5,3.88
17360,3.88
17360.5,3.87
17361,3.89
17361.5,3.87
17362,3.92
17362.5,3.93
17363,3.90
17363.5,3.91
17364,3.94
17364.5,3.96
17365,3.96
17365.5,3.94
17366,3.94
17366.5,3.96
17367,3.95
17367.5,3.95
17368,3.90
17368.5,3.91
17369,3.90
17369.5,3.90
17370,3.89
17370.5,3.89
17371,3.90
17371.5,3.92
17372,3.91
17372.5,3.91
17373,3.89
17373.5,3.87
17374,3.84
17374.5,3.85
17375,3.83
17375.5,3.84
17376,3.82
17376.5,3.85
17377,3.82
17377.5,3.81
17378,3.82
17378.5,3.81
17379,3.81
17379.5,3.83
17380,3.85
17380.5,3.87
17381,3.88
17381.5,3.83
17382,3.81
17382.5,3.80
17383,3.79
17383.5,3.79
17384,3.79
17384.5,3.80
17385,3.80
17385.5,3.82
17386,3.79
17386.5,3.80
17387,3.78
17387.5,3.81
17388,3.84
17388.5,3.83
17389,3.83
17389.5,3.82
17390,3.79
17390.5,3.80
17391,3.83
17391.5,3.81
17392,3.82
17392.5,3.83
17393,3.85
17393.5,3.87
17394,3.87
17394.5,3.91
17395,3.95
17395.5,3.92
17396,3.92
17396.5,3.92
17397,3.94
17397.5,3.95
17398,3.94
17398.5,3.94
17399,3.96
17399.5,4.00
17400,3.99
17400.5,3.99
17401,4.00
17401.5,4.01
17402,4.04
17402.5,4.01
17403,4.02
17403.5,4.03
17404,4.03
17404.5,4.04
17405,4.04
17405.5,4.04
17406,4.04
17406.5,4.03
17407,4.03
17407.5,4.00
17408,4.03
17408.5,4.04
17409,4.05
17409.5,4.04
17410,4.05
17410.5,4.04
17411,4.04
17411.5,4.02
17412,4.03
17412.5,4.03
17413,4.08
17413.5,4.04
17414,4.06
17414.5,4.06
17415,4.07
17415.5,4.05
17416,4.03
17416.5,4.03
17417,4.04
17417.5,4.05
17418,4.06
17418.5,4.04
17419,4.04
17419.5,4.04
17420,4.04
17420.5,4.03
17421,4.02
17421.5,4.02
17422,3.99
17422.5,3.97
17423,3.96
17423.5,3.96
17424,3.98
17424.5,3.98
17425,3.93
17425.5,3.97
17426,3.98
17426.5,3.98
17427,3.99
17427.5,3.99
17428,3.97
17428.5,3.98
17429,3.97
17429.5,3.97
17430,3.98
17430.5,3.98
17431,3.97
17431.5,3.99
17432,3.98
17432.5,3.97
17433,3.97
17433.5,3.98
17434,4.00
17434.5,4.01
17435,4.00
17435.5,4.02
17436,4.04
17436.5,4.03
17437,4.05
17437.5,4.03
17438,4.07
17438.5,4.08
17439,4.11
17439.5,4.10
17440,4.11
17440.5,4.14
17441,4.15
17441.5,4.18
17442,4.19
17442.5,4.18
17443,4.16
17443.5,4.18
17444,4.17
17444.5,4.19
17445,4.20
17445.5,4.21
17446,4.22
17446.5,4.23
17447,4.21
17447.5,4.21
17448,4.20
17448.5,4.18
17449,4.16
17449.5,4.17
17450,4.17
17450.5,4.16
17451,4.14
17451.5,4.16
17452,4.16
17452.5,4.15
17453,4.16
17453.5,4.14
17454,4.14
17454.5,4.11
17455,4.11
17455.5,4.07
17456,4.02
17456.5,3.97
17457,3.96
17457.5,3.98
17458,4.01
17458.5,4.01
17459,3.99
17459.5,3.98
17460,3.97
17460.5,3.97
17461,3.93
17461.5,3.90
17462,3.88
17462.5,3.89
17463,3.90
17463.5,3.90
17464,3.89
17464.5,3.87
17465,3.89
17465.5,3.87
17466,3.87
17466.5,3.87
17467,3.88
17467.5,3.87
17468,3.87
17468.5,3.84
17469,3.85
17469.5,3.84
17470,3.84
17470.5,3.85
17471,3.85
17471.5,3.88
17472,3.85
17472.5,3.86
17473,3.90
17473.5,3.87
17474,3.87
17474.5,3.89
17475,3.88
17475.5,3.89
17476,3.87
17476.5,3.85
17477,3.85
17477.5,3.86
17478,3.85
17478.5,3.84
17479,3.86
17479.5,3.86
17480,3.87
17480.5,3.87
17481,3.90
17481.5,3.92
17482,3.93
17482.5,3.91
17483,3.85
17483.5,3.94
17484,3.95
17484.5,3.93
17485,3.95
17485.5,3.96
17486,3.95
17486.5,4.02
17487,4.02
17487.5,4.04
17488,4.14
17488.5,4.14
17489,4.17
17489.5,4.15
17490,4.13
17490.5,4.12
17491,4.09
17491.5,4.10
17492,4.12
17492.5,4.17
17493,4.09
17493.5,4.08
17494,4.04
17494.5,4.01
17495,4.02
17495.5,4.04
17496,4.02
17496.5,4.03
17497,4.03
17497.5,4.01
17498,4.01
17498.5,4.04
17499,4.06
17499.5,4.01
17500,4.00
17500.5,4.02
17501,4.03
17501.5,4.01
17502,4.00
17502.5,4.01
17503,4.00
17503.5,4.00
17504,4.00
17504.5,3.99
17505,3.99
17505.5,3.99
17506,3.97
17506.5,3.97
17507,3.97
17507.5,3.97
17508,3.98
17508.5,3.98
17509,3.96
17509.5,3.95
17510,3.94
17510.5,3.95
17511,3.95
17511.5,3.96
17512,3.95
17512.5,3.96
17513,3.93
17513.5,3.94
17514,3.94
17514.5,3.87
17515,3.88
17515.5,3.86
17516,3.89
17516.5,3.90
17517,3.89
17517.5,3.90
17518,3.92
17518.5,3.91
17519,3.90
17519.5,3.93
17520,3.94
17520.5,3.97
17521,3.99
17521.5,3.98
17522,4.00
17522.5,4.02
17523,4.00
17523.5,3.98
17524,3.99
17524.5,4.01
17525,4.01
17525.5,4.02
17526,4.04
17526.5,4.03
17527,3.99
17527.5,4.03
17528,3.99
17528.5,3.99
17529,4.00
17529.5,4.00
17530,4.00
17530.5,4.01
17531,4.00
17531.5,4.05
17532,4.08
17532.5,4.05
17533,4.04
17533.5,4.03
17534,4.04
17534.5,4.05
17535,4.08
17535.5,4.08
17536,4.05
17536.5,4.09
17537,4.08
17537.5,4.06
17538,4.10
17538.5,4.10
17539,4.08
17539.5,4.09
17540,4.12
17540.5,4.09
17541,4.08
17541.5,4.06
17542,4.07
17542.5,4.09
17543,4.07
17543.5,4.07
17544,4.05
17544.5,4.05
17545,4.06
17545.5,4.02
17546,3.98
17546.5,3.98
17547,3.95
17547.5,3.94
17548,3.91
17548.5,3.89
17549,3.87
17549.5,3.88
17550,3.85
17550.5,3.86
17551,3.86
17551.5,3.84
17552,3.86
17552.5,3.90
17553,3.87
17553.5,3.85
17554,3.86
17554.5,3.82
17555,3.80
17555.5,3.81
17556,3.81
17556.5,3.78
17557,3.79
17557.5,3.81
17558,3.81
17558.5,3.81
17559,3.81
17559.5,3.81
17560,3.81
17560.5,3.80
17561,3.75
17561.5,3.76
17562,3.76
17562.5,3.75
17563,3.77
17563.5,3.79
17564,3.77
17564.5,3.80
17565,3.78
17565.5,3.79
17566,3.78
17566.5,3.77
17567,3.78
17567.5,3.77
17568,3.77
17568.5,3.76
17569,3.76
17569.5,3.76
17570,3.76
17570.5,3.74
17571,3.75
17571.5,3.72
17572,3.73
17572.5,3.76
17573,3.81
17573.5,3.82
17574,3.83
17574.5,3.83
17575,3.85
17575.5,3.85
17576,3.85
17576.5,3.86
17577,3.86
17577.5,3.92
17578,3.92
17578.5,3.94
17579,3.93
17579.5,3.95
17580,3.93
17580.5,3.90
17581,3.91
17581.5,3.93
17582,3.91
17582.5,3.93
17583,3.97
17583.5,3.98
17584,3.99
17584.5,3.96
17585,3.96
17585.5,3.97
17586,3.96
17586.5,3.96
17587,3.95
17587.5,3.95
17588,3.95
17588.5,3.94
17589,3.93
17589.5,3.86
17590,3.89
17590.5,3.90
17591,3.90
17591.5,3.89
17592,3.87
17592.5,3.90
17593,3.89
17593.5,3.88
17594,3.85
17594.5,3.88
17595,3.86
17595.5,3.85
17596,3.86
17596.5,3.83
17597,3.79
17597.5,3.83
17598,3.81
17598.5,3.80
17599,3.82
17599.5,3.83
17600,3.83
17600.5,3.84
17601,3.84
17601.5,3.83
17602,3.84
17602.5,3.83
17603,3.82
17603.5,3.83
17604,3.81
17604.5,3.81
17605,3.83
17605.5,3.86
17606,3.84
17606.5,3.87
17607,3.89
17607.5,3.89
17608,3.87
17608.5,3.90
17609,3.90
17609.5,3.92
17610,3.94
17610.5,3.90
17611,3.93
17611.5,3.92
17612,3.93
17612.5,3.94
17613,3.95
17613.5,3.94
17614,3.95
17614.5,3.95
17615,3.98
17615.5,3.99
17616,4.01
17616.5,3.99
17617,3.98
17617.5,3.96
17618,3.99
17618.5,3.98
17619,3.99
17619.5,4.01
17620,4.01
17620.5,4.01
17621,4.00
17621.5,3.98
17622,3.97
17622.5,3.95
17623,3.97
17623.5,3.98
17624,3.97
17624.5,3.98
17625,3.99
17625.5,3.97
17626,3.96
17626.5,3.95
17627,3.94
17627.5,3.94
17628,3.92
17628.5,3.90
17629,3.85
17629.5,3.85
17630,3.83
17630.5,3.86
17631,3.86
17631.5,3.89
17632,3.88
17632.5,3.87
17633,3.90
17633.5,3.88
17634,3.84
17634.5,3.84
17635,3.83
17635.5,3.80
17636,3.80
17636.5,3.81
17637,3.82
17637.5,3.80
17638,3.84
17638.5,3.95
17639,3.94
17639.5,3.93
17640,3.98
17640.5,3.98
17641,4.07
17641.5,4.08
17642,4.04
17642.5,4.06
17643,4.06
17643.5,4.05
17644,4.04
17644.5,4.07
17645,4.06
17645.5,4.12
17646,4.11
17646.5,4.06
17647,4.02
17647.5,3.96
17648,3.94
17648.5,3.93
17649,3.94
17649.5,3.94
17650,3.95
17650.5,3.97
17651,3.91
17651.5,3.91
17652,3.88
17652.5,3.89
17653,3.92
17653.5,3.93
17654,3.93
17654.5,3.91
17655,3.92
17655.5,3.91
17656,3.92
17656.5,3.91
17657,3.89
17657.5,3.89
17658,3.88
17658.5,3.86
17659,3.88
17659.5,3.90
17660,3.89
17660.5,3.88
17661,3.87
17661.5,3.86
17662,3.87
17662.5,3.86
17663,3.87
17663.5,3.86
17664,3.82
17664.5,3.81
17665,3.80
17665.5,3.80
17666,3.83
17666.5,3.83
17667,3.83
17667.5,3.81
17668,3.82
17668.5,3.84
17669,3.87
17669.5,3.85
17670,3.86
17670.5,3.88
17671,3.88
17671.5,3.85
17672,3.87
17672.5,3.89
17673,3.90
17673.5,3.88
17674,3.90
17674.5,3.89
17675,3.93
17675.5,3.93
17676,3.91
17676.5,3.93
17677,3.92
17677.5,3.92
17678,3.90
17678.5,3.92
17679,3.92
17679.5,3.92
17680,3.94
17680.5,3.95
17681,3.96
17681.5,3.94
17682,3.93
17682.5,3.94
17683,3.93
17683.5,3.96
17684,3.97
17684.5,3.97
17685,4.00
17685.5,3.99
17686,3.98
17686.5,3.96
17687,3.94
17687.5,3.94
17688,3.96
17688.5,3.94
17689,3.95
17689.5,3.97
17690,3.91
17690.5,3.89
17691,3.90
17691.5,3.91
17692,3.87
17692.5,3.86
17693,3.85
17693.5,3.82
17694,3.84
17694.5,3.85
17695,3.87
17695.5,3.85
17696,3.85
17696.5,3.84
17697,3.82
17697.5,3.79
17698,3.80
17698.5,3.80
17699,3.81
17699.5,3.81
17700,3.85
17700.5,3.83
17701,3.84
17701.5,3.82
17702,3.82
17702.5,3.81
17703,3.83
17703.5,3.80
17704,3.78
17704.5,3.79
17705,3.77
17705.5,3.77
17706,3.78
17706.5,3.78
17707,3.78
17707.5,3.80
17708,3.77
17708.5,3.74
17709,3.75
17709.5,3.76
17710,3.76
17710.5,3.79
17711,3.79
17711.5,3.76
17712,3.78
17712.5,3.78
17713,3.79
17713.5,3.78
17714,3.77
17714.5,3.80
17715,3.81
17715.5,3.80
17716,3.79
17716.5,3.78
17717,3.75
17717.5,3.75
17718,3.75
17718.5,3.74
17719,3.73
17719.5,3.72
17720,3.71
17720.5,3.69
17721,3.65
17721.5,3.65
17722,3.63
17722.5,3.64
17723,3.62
17723.5,3.61
17724,3.60
17724.5,3.60
17725,3.64
17725.5,3.64
17726,3.63
17726.5,3.62
17727,3.58
17727.5,3.57
17728,3.57
17728.5,3.55
17729,3.55
17729.5,3.62
17730,3.63
17730.5,3.65
17731,3.67
17731.5,3.68
17732,3.68
17732.5,3.70
17733,3.69
17733.5,3.70
17734,3.68
17734.5,3.66
17735,3.69
17735.5,3.68
17736,3.67
17736.5,3.69
17737,3.70
17737.5,3.72
17738,3.72
17738.5,3.74
17739,3.75
17739.5,3.75
17740,3.73
17740.5,3.72
17741,3.73
17741.5,3.76
17742,3.77
17742.5,3.74
17743,3.76
17743.5,3.76
17744,3.76
17744.5,3.77
17745,3.77
17745.5,3.78
17746,3.78
17746.5,3.80
17747,3.78
17747.5,3.79
17748,3.79
17748.5,3.80
17749,3.76
17749.5,3.78
17750,3.79
17750.5,3.78
17751,3.80
17751.5,3.80
17752,3.80
17752.5,3.80
17753,3.83
17753.5,3.84
17754,3.79
17754.5,3.79
17755,3.78
17755.5,3.75
17756,3.77
17756.5,3.78
17757,3.77
17757.5,3.73
17758,3.74
17758.5,3.72
17759,3.74
17759.5,3.75
17760,3.74
17760.5,3.73
17761,3.71
17761.5,3.76
17762,3.74
17762.5,3.75
17763,3.75
17763.5,3.75
17764,3.77
17764.5,3.77
17765,3.77
17765.5,3.75
17766,3.72
17766.5,3.74
17767,3.74
17767.5,3.72
17768,3.71
17768.5,3.74
17769,3.72
17769.5,3.74
17770,3.76
17770.5,3.75
17771,3.76
17771.5,3.76
17772,3.77
17772.5,3.76
17773,3.77
17773.5,3.77
17774,3.80
17774.5,3.80
17775,3.77
17775.5,3.77
17776,3.73
17776.5,3.71
17777,3.72
17777.5,3.68
17778,3.66
17778.5,3.70
17779,3.70
17779.5,3.73
17780,3.79
17780.5,3.77
17781,3.77
17781.5,3.79
17782,3.80
17782.5,3.80
17783,3.79
17783.5,3.80
17784,3.77
17784.5,3.77
17785,3.74
17785.5,3.77
17786,3.76
17786.5,3.74
17787,3.76
17787.5,3.76
17788,3.77
17788.5,3.77
17789,3.71
17789.5,3.76
17790,3.77
17790.5,3.80
17791,3.84
17791.5,3.86
17792,3.89
17792.5,3.89
17793,3.86
17793.5,3.85
17794,3.95
17794.5,3.93
17795,3.91
17795.5,3.88
17796,3.88
17796.5,3.90
17797,3.91
17797.5,3.90
17798,3.88
17798.5,3.95
17799,3.98
17799.5,3.96
17800,3.92
17800.5,3.90
17801,3.91
17801.5,3.87
17802,3.89
17802.5,3.85
17803,3.86
17803.5,3.83
17804,3.85
17804.5,3.85
17805,3.87
17805.5,3.87
17806,3.86
17806.5,3.87
17807,3.85
17807.5,3.87
17808,3.84
17808.5,3.84
17809,3.87
17809.5,3.84
17810,3.85
17810.5,3.82
17811,3.80
17811.5,3.81
17812,3.82
17812.5,3.83
17813,3.83
17813.5,3.83
17814,3.79
17814.5,3.78
17815,3.82
17815.5,3.81
17816,3.84
17816.5,3.82
17817,3.80
17817.5,3.79
17818,3.79
17818.5,3.81
17819,3.81
17819.5,3.82
17820,3.86
17820.5,3.85
17821,3.88
17821.5,3.86
17822,3.86
17822.5,3.87
17823,3.87
17823.5,3.86
17824,3.87
17824.5,3.88
17825,3.86
17825.5,3.86
17826,3.87
17826.5,3.89
17827,3.89
17827.5,3.90
17828,3.90
17828.5,3.90
17829,3.89
17829.5,3.89
17830,3.90
17830.5,3.90
17831,3.90
17831.5,3.91
17832,3.90
17832.5,3.92
17833,3.94
17833.5,3.91
17834,3.87
17834.5,3.89
17835,3.91
17835.5,3.92
17836,3.93
17836.5,3.90
17837,3.92
17837.5,3.95
17838,3.96
17838.5,3.95
17839,3.95
17839.5,3.93
17840,3.90
17840.5,3.90
17841,3.92
17841.5,3.92
17842,3.92
17842.5,3.91
17843,3.90
17843.5,3.92
17844,3.89
17844.5,3.89
17845,3.90
17845.5,3.91
17846,3.93
17846.5,3.92
17847,3.91
17847.5,3.94
17848,3.93
17848.5,3.90
17849,3.92
17849.5,3.91
17850,3.93
17850.5,3.95
17851,3.93
17851.5,3.91
17852,3.88
17852.5,3.88
17853,3.88
17853.5,3.86
17854,3.90
17854.5,3.89
17855,3.88
17855.5,3.85
17856,3.86
17856.5,3.86
17857,3.85
17857.5,3.87
17858,3.85
17858.5,3.84
17859,3.83
17859.5,3.79
17860,3.78
17860.5,3.81
17861,3.84
17861.5,3.78
17862,3.79
17862.5,3.81
17863,3.81
17863.5,3.79
17864,3.80
17864.5,3.77
17865,3.74
17865.5,3.73
17866,3.71
17866.5,3.72
17867,3.73
17867.5,3.73
17868,3.71
17868.5,3.70
17869,3.72
17869.5,3.71
17870,3.71
17870.5,3.70
17871,3.69
17871.5,3.69
17872,3.71
17872.5,3.73
17873,3.72
17873.5,3.75
17874,3.72
17874.5,3.75
17875,3.77
17875.5,3.79
17876,3.80
17876.5,3.79
17877,3.80
17877.5,3.81
17878,3.80
17878.5,3.80
17879,3.77
17879.5,3.79
17880,3.80
17880.5,3.81
17881,3.79
17881.5,3.82
17882,3.79
17882.5,3.80
17883,3.76
17883.5,3.73
17884,3.76
17884.5,3.74
17885,3.72
17885.5,3.73
17886,3.76
17886.5,3.75
17887,3.75
17887.5,3.76
17888,3.74
17888.5,3.75
17889,3.75
17889.5,3.75
17890,3.72
17890.5,3.70
17891,3.73
17891.5,3.70
17892,3.76
17892.5,3.77
17893,3.75
17893.5,3.74
17894,3.76
17894.5,3.77
17895,3.79
17895.5,3.81
17896,3.78
17896.5,3.80
17897,3.80
17897.5,3.81
17898,3.81
17898.5,3.83
17899,3.85
17899.5,3.82
17900,3.81
17900.5,3.84
17901,3.85
17901.5,3.86
17902,3.85
17902.5,3.83
17903,3.84
17903.5,3.86
17904,3.87
17904.5,3.85
17905,3.85
17905.5,3.88
17906,3.86
17906.5,3.86
17907,3.87
17907.5,3.90
17908,3.91
17908.5,3.89
17909,3.92
17909.5,3.95
17910,3.97
17910.5,3.95
17911,3.96
17911.5,3.95
17912,3.94
17912.5,3.92
17913,3.93
17913.5,3.96
17914,3.97
17914.5,3.99
17915,3.96
17915.5,3.96
17916,3.94
17916.5,3.92
17917,3.92
17917.5,3.93
17918,3.94
17918.5,3.95
17919,3.96
17919.5,3.93
17920,3.96
17920.5,3.96
17921,3.94
17921.5,3.95
17922,3.94
17922.5,3.94
17923,3.94
17923.5,3.93
17924,3.94
17924.5,3.90
17925,3.91
17925.5,3.92
17926,3.92
17926.5,3.89
17927,3.93
17927.5,3.89
17928,3.87
17928.5,3.86
17929,3.84
17929.5,3.83
17930,3.84
17930.5,3.86
17931,3.88
17931.5,3.83
17932,3.87
17932.5,3.88
17933,3.91
17933.5,3.88
17934,3.89
17934.5,3.89
17935,3.84
17935.5,3.83
17936,3.83
17936.5,3.85
17937,3.89
17937.5,3.90
17938,3.90
17938.5,3.92
17939,3.92
17939.5,3.92
17940,3.91
17940.5,3.92
17941,3.93
17941.5,3.94
17942,3.93
17942.5,4.08
17943,4.10
17943.5,4.04
17944,4.01
17944.5,4.00
17945,3.98
17945.5,3.99
17946,4.00
17946.5,4.01
17947,4.11
17947.5,4.13
17948,4.08
17948.5,4.05
17949,4.02
17949.5,4.01
17950,3.99
17950.5,3.98
17951,4.00
17951.5,4.08
17952,4.03
17952.5,3.99
17953,3.97
17953.5,3.93
17954,3.92
17954.5,3.91
17955,3.91
17955.5,3.88
17956,3.87
17956.5,3.87
17957,3.88
17957.5,3.90
17958,3.88
17958.5,3.88
17959,3.86
17959.5,3.91
17960,3.92
17960.5,3.88
17961,3.86
17961.5,3.86
17962,3.84
17962.5,3.84
17963,3.84
17963.5,3.85
17964,3.83
17964.5,3.84
17965,3.85
17965.5,3.84
17966,3.82
17966.5,3.81
17967,3.84
17967.5,3.85
17968,3.87
17968.5,3.88
17969,3.85
17969.5,3.87
17970,3.83
17970.5,3.86
17971,3.87
17971.5,3.84
17972,3.86
17972.5,3.85
17973,3.84
17973.5,3.82
17974,3.84
17974.5,3.81
17975,3.84
17975.5,3.83
17976,3.83
17976.5,3.85
17977,3.86
17977.5,3.86
17978,3.87
17978.5,3.89
17979,3.90
17979.5,3.88
17980,3.89
17980.5,3.88
17981,3.89
17981.5,3.91
17982,3.95
17982.5,3.95
17983,3.94
17983.5,3.95
17984,3.99
17984.5,3.98
17985,3.98
17985.5,3.99
17986,4.01
17986.5,3.99
17987,3.97
17987.5,3.97
17988,4.00
17988.5,3.97
17989,3.98
17989.5,4.00
17990,3.98
17990.5,4.00
17991,3.99
17991.5,3.99
17992,4.00
17992.5,3.99
17993,4.00
17993.5,4.00
17994,4.00
17994.5,4.01
17995,4.03
17995.5,4.05
17996,4.05
17996.5,4.05
17997,4.03
17997.5,4.05
17998,4.06
17998.5,4.03
17999,4.03
17999.5,4.04
18000,4.05
18000.5,4.06
18001,4.03
18001.5,4.01
18002,3.99
18002.5,4.00
18003,4.02
18003.5,3.99
18004,3.97
18004.5,3.97
18005,3.96
18005.5,4.00
18006,4.01
18006.5,3.96
18007,3.98
18007.5,3.98
18008,3.97
18008.5,3.96
18009,3.96
18009.5,4.00
18010,3.99
18010.5,4.01
18011,4.00
18011.5,4.02
18012,4.00
18012.5,4.00
18013,4.00
18013.5,4.02
18014,4.02
18014.5,4.03
18015,4.04
18015.5,4.06
18016,4.04
18016.5,4.07
18017,4.05
18017.5,4.03
18018,4.03
18018.5,4.02
18019,4.03
18019.5,4.08
18020,4.08
18020.5,4.11
18021,4.09
18021.5,4.07
18022,4.08
18022.5,4.10
18023,4.10
18023.5,4.11
18024,4.11
18024.5,4.11
18025,4.14
18025.5,4.12
18026,4.12
18026.5,4.12
18027,4.14
18027.5,4.11
18028,4.13
18028.5,4.17
18029,4.16
18029.5,4.13
18030,4.12
18030.5,4.13
18031,4.16
18031.5,4.13
18032,4.14
18032.5,4.12
18033,4.13
18033.5,4.12
18034,4.14
18034.5,4.14
18035,4.14
18035.5,4.12
18036,4.14
18036.5,4.13
18037,4.10
18037.5,4.10
18038,4.08
18038.5,4.10
18039,4.10
18039.5,4.09
18040,4.11
18040.5,4.08
18041,4.05
18041.5,4.07
18042,4.08
